id,year,decade,rank,title,artist,title_norm,artist_norm,source,url,word_count
191,2016,2010,94,Starving,Hailee Steinfeld and Grey featuring Zedd,starving,hailee steinfeld and grey,genius,https://genius.com/Hailee-steinfeld-and-grey-starving-lyrics,279.0
192,2016,2010,95,Adventure of a Lifetime,Coldplay,adventure of a lifetime,coldplay,genius,https://genius.com/Coldplay-adventure-of-a-lifetime-lyrics,264.0
193,2016,2010,96,Humble and Kind,Tim McGraw,humble and kind,tim mcgraw,genius,https://genius.com/Tim-mcgraw-humble-and-kind-lyrics,277.0
194,2016,2010,97,Wicked,Future,wicked,future,genius,https://genius.com/Future-wicked-lyrics,355.0
195,2016,2010,98,Tiimmy Turner,Desiigner,tiimmy turner,desiigner,genius,https://genius.com/Desiigner-tiimmy-turner-lyrics,716.0
196,2016,2010,99,See You Again,Wiz Khalifa featuring Charlie Puth,see you again,wiz khalifa,genius,https://genius.com/Wiz-khalifa-see-you-again-lyrics,438.0
197,2016,2010,100,Perfect,One Direction,perfect,one direction,genius,https://genius.com/One-direction-perfect-lyrics,433.0
198,2017,2010,1,Shape of You,Ed Sheeran,shape of you,ed sheeran,genius,https://genius.com/Ed-sheeran-shape-of-you-lyrics,699.0
199,2017,2010,2,Despacito (Remix),Luis Fonsi and Daddy Yankee featuring Justin Bieber,despacito remix,luis fonsi and daddy yankee,genius,https://genius.com/Genius-english-translations-luis-fonsi-and-daddy-yankee-despacito-remix-ft-justin-bieber-english-translation-lyrics,563.0
200,2017,2010,3,That's What I Like,Bruno Mars,thats what i like,bruno mars,genius,https://genius.com/Bruno-mars-thats-what-i-like-lyrics,536.0
201,2017,2010,4,Humble,Kendrick Lamar,humble,kendrick lamar,genius,https://genius.com/Kendrick-lamar-humble-lyrics,598.0
202,2017,2010,5,Something Just Like This,The Chainsmokers and Coldplay,something just like this,the chainsmokers and coldplay,genius,https://genius.com/Genius-deutsche-ubersetzungen-the-chainsmokers-and-coldplay-something-just-like-this-deutsche-ubersetzung-lyrics,295.0
203,2017,2010,6,Bad and Boujee,Migos featuring Lil Uzi Vert,bad and boujee,migos,genius,https://genius.com/Migos-bad-and-boujee-lyrics,1227.0
204,2017,2010,7,Closer,The Chainsmokers featuring Halsey,closer,the chainsmokers,genius,https://genius.com/Boyce-avenue-closer-the-chainsmokers-and-halsey-cover-lyrics,340.0
205,2017,2010,8,Body Like a Back Road,Sam Hunt,body like a back road,sam hunt,genius,https://genius.com/Sam-hunt-body-like-a-back-road-lyrics,292.0
206,2017,2010,9,Believer,Imagine Dragons,believer,imagine dragons,genius,https://genius.com/Imagine-dragons-believer-lyrics,403.0
207,2017,2010,10,Congratulations,Post Malone featuring Quavo,congratulations,post malone,genius,https://genius.com/Post-malone-congratulations-lyrics,524.0
208,2017,2010,11,Say You Won't Let Go,James Arthur,say you wont let go,james arthur,genius,https://genius.com/James-arthur-say-you-wont-let-go-lyrics,357.0
209,2017,2010,12,I'm the One,"DJ Khaled featuring Justin Bieber, Quavo, Chance the Rapper and Lil Wayne",im the one,dj khaled,genius,https://genius.com/Dj-khaled-im-the-one-lyrics,857.0
210,2017,2010,13,XO Tour Llif3,Lil Uzi Vert,xo tour llif3,lil uzi vert,genius,https://genius.com/Lil-uzi-vert-xo-tour-llif3-lyrics,491.0
211,2017,2010,14,Mask Off,Future,mask off,future,genius,https://genius.com/Future-mask-off-lyrics,547.0
212,2017,2010,15,Unforgettable,French Montana featuring Swae Lee,unforgettable,french montana,genius,https://genius.com/French-montana-unforgettable-lyrics,522.0
213,2017,2010,16,24K Magic,Bruno Mars,24k magic,bruno mars,genius,https://genius.com/Bruno-mars-24k-magic-lyrics,479.0
215,2017,2010,18,Wild Thoughts,DJ Khaled featuring Rihanna and Bryson Tiller,wild thoughts,dj khaled,genius,https://genius.com/Dj-khaled-wild-thoughts-lyrics,473.0
216,2017,2010,19,Black Beatles,Rae Sremmurd featuring Gucci Mane,black beatles,rae sremmurd,genius,https://genius.com/Rae-sremmurd-black-beatles-lyrics,684.0
217,2017,2010,20,Starboy,The Weeknd featuring Daft Punk,starboy,the weeknd,genius,https://genius.com/Genius-turkce-ceviriler-the-weeknd-starboy-ft-daft-punk-turkce-ceviri-lyrics,422.0
218,2017,2010,21,Location,Khalid,location,khalid,genius,https://genius.com/Khalid-location-lyrics,338.0
219,2017,2010,22,Attention,Charlie Puth,attention,charlie puth,genius,https://genius.com/Charlie-puth-attention-lyrics,497.0
220,2017,2010,23,There's Nothing Holdin' Me Back,Shawn Mendes,theres nothing holdin me back,shawn mendes,genius,https://genius.com/Shawn-mendes-theres-nothing-holdin-me-back-lyrics,343.0
221,2017,2010,24,Bodak Yellow,Cardi B,bodak yellow,cardi b,genius,https://genius.com/Cardi-b-bodak-yellow-lyrics,695.0
222,2017,2010,25,Redbone,Childish Gambino,redbone,childish gambino,genius,https://genius.com/Childish-gambino-redbone-lyrics,289.0
224,2017,2010,27,It Ain't Me,Kygo and Selena Gomez,it aint me,kygo and selena gomez,genius,https://genius.com/Genius-turkce-ceviriler-kygo-and-selena-gomez-it-aint-me-turkce-ceviri-lyrics,284.0
225,2017,2010,28,iSpy,Kyle featuring Lil Yachty,ispy,kyle,genius,https://genius.com/Kyle-ispy-lyrics,748.0
226,2017,2010,29,Issues,Julia Michaels,issues,julia michaels,genius,https://genius.com/Julia-michaels-issues-lyrics,383.0
227,2017,2010,30,Scars to Your Beautiful,Alessia Cara,scars to your beautiful,alessia cara,genius,https://genius.com/Alessia-cara-scars-to-your-beautiful-lyrics,426.0
228,2017,2010,31,1-800-273-8255,Logic featuring Alessia Cara and Khalid,18002738255,logic,genius,https://genius.com/Logic-1-800-273-8255-lyrics,542.0
229,2017,2010,32,Slow Hands,Niall Horan,slow hands,niall horan,genius,https://genius.com/Niall-horan-slow-hands-lyrics,275.0
230,2017,2010,33,Love on the Brain,Rihanna,love on the brain,rihanna,genius,https://genius.com/Rihanna-love-on-the-brain-lyrics,344.0
231,2017,2010,34,I Feel It Coming,The Weeknd featuring Daft Punk,i feel it coming,the weeknd,genius,https://genius.com/The-weeknd-i-feel-it-coming-lyrics,511.0
232,2017,2010,35,Bounce Back,Big Sean,bounce back,big sean,genius,https://genius.com/Big-sean-bounce-back-lyrics,678.0
233,2017,2010,36,Strip That Down,Liam Payne featuring Quavo,strip that down,liam payne,genius,https://genius.com/Liam-payne-strip-that-down-lyrics,715.0
234,2017,2010,37,Fake Love,Drake,fake love,drake,genius,https://genius.com/Drake-fake-love-lyrics,476.0
235,2017,2010,38,Don't Wanna Know,Maroon 5 featuring Kendrick Lamar,dont wanna know,maroon 5,genius,https://genius.com/Maroon-5-dont-wanna-know-lyrics,606.0
236,2017,2010,39,Look What You Made Me Do,Taylor Swift,look what you made me do,taylor swi,genius,https://genius.com/Taylor-swift-look-what-you-made-me-do-lyrics,572.0
237,2017,2010,40,Castle on the Hill,Ed Sheeran,castle on the hill,ed sheeran,genius,https://genius.com/Ed-sheeran-castle-on-the-hill-lyrics,345.0
238,2017,2010,41,Bad Things,Machine Gun Kelly and Camila Cabello,bad things,machine gun kelly and camila cabello,genius,https://genius.com/Mgk-and-camila-cabello-bad-things-lyrics,638.0
239,2017,2010,42,Paris,The Chainsmokers,paris,the chainsmokers,genius,https://genius.com/The-chainsmokers-paris-lyrics,412.0
240,2017,2010,43,Side to Side,Ariana Grande featuring Nicki Minaj,side to side,ariana grande,genius,https://genius.com/Ariana-grande-side-to-side-lyrics,530.0
241,2017,2010,44,Rockabye,Clean Bandit featuring Sean Paul and Anne-Marie,rockabye,clean bandit,genius,https://genius.com/Genius-greek-translations-clean-bandit-rockabye-ft-anne-marie-and-sean-paul-lyrics,808.0
242,2017,2010,45,Feel It Still,Portugal. The Man,feel it still,portugal the man,genius,https://genius.com/Portugal-the-man-feel-it-still-lyrics,341.0
243,2017,2010,46,Let Me Love You,DJ Snake featuring Justin Bieber,let me love you,dj snake,genius,https://genius.com/Dj-snake-let-me-love-you-lyrics,347.0
244,2017,2010,47,Sorry Not Sorry,Demi Lovato,sorry not sorry,demi lovato,genius,https://genius.com/Demi-lovato-sorry-not-sorry-lyrics,487.0
245,2017,2010,48,Bank Account,21 Savage,bank account,21 savage,genius,https://genius.com/21-savage-bank-account-lyrics,776.0
246,2017,2010,49,Can't Stop the Feeling!,Justin Timberlake,cant stop the feeling,justin timberlake,genius,https://genius.com/Justin-timberlake-cant-stop-the-feeling-lyrics,551.0
247,2017,2010,50,Mi Gente,J Balvin and Willy William featuring Beyoncé,mi gente,j balvin and willy william,genius,https://genius.com/J-balvin-and-willy-william-mi-gente-beyonce-remix-lyrics,445.0
248,2017,2010,51,Thunder,Imagine Dragons,thunder,imagine dragons,genius,https://genius.com/Imagine-dragons-thunder-lyrics,263.0
249,2017,2010,52,T-shirt,Migos,tshirt,migos,genius,https://genius.com/Migos-t-shirt-lyrics,581.0
250,2017,2010,53,Rake It Up,Yo Gotti featuring Nicki Minaj,rake it up,yo gotti,genius,https://genius.com/Yo-gotti-rake-it-up-lyrics,1025.0
251,2017,2010,54,Mercy,Shawn Mendes,mercy,shawn mendes,genius,https://genius.com/Shawn-mendes-mercy-lyrics,350.0
252,2017,2010,55,Tunnel Vision,Kodak Black,tunnel vision,kodak black,genius,https://genius.com/Kodak-black-tunnel-vision-lyrics,615.0
253,2017,2010,56,Rockstar,Post Malone featuring 21 Savage,rockstar,post malone,azlyrics,https://www.azlyrics.com/lyrics/postmalone/rockstar.html,500.0
254,2017,2010,57,In Case You Didn't Know,Brett Young,in case you didnt know,brett young,genius,https://genius.com/Brett-young-in-case-you-didnt-know-lyrics,268.0
255,2017,2010,58,Heathens,Twenty One Pilots,heathens,twenty one pilots,genius,https://genius.com/Twenty-one-pilots-heathens-lyrics,364.0
256,2017,2010,59,Now or Never,Halsey,now or never,halsey,genius,https://genius.com/Halsey-now-or-never-lyrics,451.0
257,2017,2010,60,Caroline,Aminé,caroline,amine,genius,https://genius.com/Amine-caroline-lyrics,534.0
258,2017,2010,61,Rolex,Ayo & Teo,rolex,ayo teo,genius,https://genius.com/Ayo-and-teo-rolex-lyrics,702.0
259,2017,2010,62,DNA,Kendrick Lamar,dna,kendrick lamar,genius,https://genius.com/Kendrick-lamar-dna-lyrics,669.0
260,2017,2010,63,Juju on That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall,juju on that beat tz anthem,zay hilfigerrr zayion mccall,azlyrics,https://www.azlyrics.com/lyrics/zayhilfigerrr/jujuonthatbeattzanthem.html,433.0
261,2017,2010,64,Swang,Rae Sremmurd,swang,rae sremmurd,genius,https://genius.com/Rae-sremmurd-swang-lyrics,412.0
262,2017,2010,65,Passionfruit,Drake,passionfruit,drake,genius,https://genius.com/Drake-passionfruit-lyrics,228.0
263,2017,2010,66,Loyalty,Kendrick Lamar featuring Rihanna,loyalty,kendrick lamar,genius,https://genius.com/Genius-traducciones-al-espanol-kendrick-lamar-loyalty-ft-rihanna-traduccion-al-espanol-lyrics,591.0
264,2017,2010,67,Praying,Kesha,praying,kesha,genius,https://genius.com/Kesha-praying-lyrics,280.0
265,2017,2010,68,Goosebumps,Travis Scott,goosebumps,travis scott,genius,https://genius.com/Travis-scott-goosebumps-lyrics,550.0
266,2017,2010,69,Cold,Maroon 5 featuring Future,cold,maroon 5,genius,https://genius.com/Maroon-5-cold-lyrics,563.0
267,2017,2010,70,Broccoli,DRAM featuring Lil Yachty,broccoli,dram,genius,https://genius.com/Dram-broccoli-lyrics,610.0
268,2017,2010,71,Slide,Calvin Harris featuring Frank Ocean and Migos,slide,calvin harris,genius,https://genius.com/Calvin-harris-slide-lyrics,529.0
269,2017,2010,72,What Ifs,Kane Brown featuring Lauren Alaina,what ifs,kane brown,genius,https://genius.com/Kane-brown-what-ifs-lyrics,396.0
270,2017,2010,73,Chained to the Rhythm,Katy Perry featuring Skip Marley,chained to the rhythm,katy perry,genius,https://genius.com/Katy-perry-chained-to-the-rhythm-lyrics,494.0
271,2017,2010,74,Feels,"Calvin Harris featuring Pharrell Williams, Katy Perry and Big Sean",feels,calvin harris,genius,https://genius.com/Calvin-harris-feels-lyrics,511.0
272,2017,2010,75,All Time Low,Jon Bellion,all time low,jon bellion,genius,https://genius.com/Jon-bellion-all-time-low-lyrics,550.0
273,2017,2010,76,Hurricane,Luke Combs,hurricane,luke combs,genius,https://genius.com/Luke-combs-hurricane-lyrics,297.0
274,2017,2010,77,Too Good at Goodbyes,Sam Smith,too good at goodbyes,sam smith,genius,https://genius.com/Sam-smith-too-good-at-goodbyes-lyrics,404.0
275,2017,2010,78,Young Dumb & Broke,Khalid,young dumb broke,khalid,genius,https://genius.com/Khalid-young-dumb-and-broke-lyrics,283.0
276,2017,2010,79,Magnolia,Playboi Carti,magnolia,playboi carti,genius,https://genius.com/Playboi-carti-magnolia-lyrics,647.0
277,2017,2010,80,Love Galore,SZA featuring Travis Scott,love galore,sza,genius,https://genius.com/Sza-love-galore-lyrics,589.0
278,2017,2010,81,Drowning,A Boogie wit da Hoodie featuring Kodak Black,drowning,a boogie wit da hoodie,genius,https://genius.com/A-boogie-wit-da-hoodie-drowning-lyrics,580.0
279,2017,2010,82,Starving,Hailee Steinfeld and Grey featuring Zedd,starving,hailee steinfeld and grey,genius,https://genius.com/Hailee-steinfeld-and-grey-starving-lyrics,279.0
280,2017,2010,83,Both,Gucci Mane featuring Drake,both,gucci mane,genius,https://genius.com/Gucci-mane-both-lyrics,422.0
281,2017,2010,84,What About Us,P!nk,what about us,pnk,genius,https://genius.com/P-nk-what-about-us-lyrics,308.0
282,2017,2010,85,Swalla,Jason Derulo featuring Nicki Minaj and Ty Dolla Sign,swalla,jason derulo,genius,https://genius.com/Jason-derulo-swalla-lyrics,425.0
283,2017,2010,86,Slippery,Migos featuring Gucci Mane,slippery,migos,genius,https://genius.com/Migos-slippery-lyrics,866.0
284,2017,2010,87,Sign of the Times,Harry Styles,sign of the times,harry styles,genius,https://genius.com/Harry-styles-sign-of-the-times-lyrics,362.0
285,2017,2010,88,Water Under the Bridge,Adele,water under the bridge,adele,genius,https://genius.com/Adele-water-under-the-bridge-lyrics,433.0
286,2017,2010,89,Malibu,Miley Cyrus,malibu,miley cyrus,genius,https://genius.com/Miley-cyrus-malibu-lyrics,278.0
287,2017,2010,90,Down,Marian Hill,down,marian hill,genius,https://genius.com/Marian-hill-down-lyrics,387.0
288,2017,2010,91,No Promises,Cheat Codes featuring Demi Lovato,no promises,cheat codes,genius,https://genius.com/Cheat-codes-no-promises-lyrics,258.0
289,2017,2010,92,Treat You Better,Shawn Mendes,treat you better,shawn mendes,genius,https://genius.com/Shawn-mendes-treat-you-better-lyrics,293.0
290,2017,2010,93,I Get the Bag,Gucci Mane featuring Migos,i get the bag,gucci mane,genius,https://genius.com/Gucci-mane-i-get-the-bag-lyrics,884.0
291,2017,2010,94,Small Town Boy,Dustin Lynch,small town boy,dustin lynch,genius,https://genius.com/Dustin-lynch-small-town-boy-lyrics,401.0
292,2017,2010,95,Everyday We Lit,YFN Lucci featuring PnB Rock,everyday we lit,yfn lucci,genius,https://genius.com/Yfn-lucci-everyday-we-lit-lyrics,578.0
293,2017,2010,96,Havana,Camila Cabello featuring Young Thug,havana,camila cabello,genius,https://genius.com/Genius-deutsche-ubersetzungen-camila-cabello-havana-ft-young-thug-deutsche-ubersetzung-lyrics,420.0
294,2017,2010,97,What Lovers Do,Maroon 5 featuring SZA,what lovers do,maroon 5,genius,https://genius.com/Maroon-5-what-lovers-do-lyrics,413.0
295,2017,2010,98,Do Re Mi,Blackbear,do re mi,blackbear,genius,https://genius.com/Blackbear-do-re-mi-lyrics,430.0
296,2017,2010,99,Look at Me!,XXXTentacion,look at me,xxxtentacion,genius,https://genius.com/Xxxtentacion-look-at-me-lyrics,335.0
297,2017,2010,100,The Fighter,Keith Urban featuring Carrie Underwood,the fighter,keith urban,genius,https://genius.com/Keith-urban-the-fighter-lyrics,389.0
298,2018,2010,1,God's Plan,Drake,gods plan,drake,genius,https://genius.com/Drake-gods-plan-lyrics,349.0
299,2018,2010,2,Perfect,Ed Sheeran,perfect,ed sheeran,genius,https://genius.com/Ed-sheeran-perfect-lyrics,297.0
300,2018,2010,3,Meant to Be,Bebe Rexha featuring Florida Georgia Line,meant to be,bebe rexha,genius,https://genius.com/Bebe-rexha-and-florida-georgia-line-meant-to-be-lyrics,371.0
301,2018,2010,4,Havana,Camila Cabello featuring Young Thug,havana,camila cabello,genius,https://genius.com/Genius-deutsche-ubersetzungen-camila-cabello-havana-ft-young-thug-deutsche-ubersetzung-lyrics,420.0
302,2018,2010,5,Rockstar,Post Malone featuring 21 Savage,rockstar,post malone,azlyrics,https://www.azlyrics.com/lyrics/postmalone/rockstar.html,500.0
303,2018,2010,6,Psycho,Post Malone featuring Ty Dolla Sign,psycho,post malone,genius,https://genius.com/Post-malone-psycho-lyrics,525.0
304,2018,2010,7,I Like It,"Cardi B, Bad Bunny and J Balvin",i like it,cardi b bad bunny and j balvin,genius,https://genius.com/Genius-english-translations-cardi-b-bad-bunny-and-j-balvin-i-like-it-english-translation-lyrics,768.0
305,2018,2010,8,The Middle,"Zedd, Maren Morris and Grey",the middle,zedd maren morris and grey,genius,https://genius.com/Twisted-translations-google-translate-sings-the-middle-by-zedd-maren-morris-and-grey-lyrics,233.0
306,2018,2010,9,In My Feelings,Drake,in my feelings,drake,genius,https://genius.com/Drake-in-my-feelings-lyrics,563.0
307,2018,2010,10,Girls Like You,Maroon 5 featuring Cardi B,girls like you,maroon 5,genius,https://genius.com/Maroon-5-girls-like-you-remix-lyrics,501.0
308,2018,2010,11,Nice for What,Drake,nice for what,drake,genius,https://genius.com/Drake-nice-for-what-lyrics,743.0
309,2018,2010,12,Lucid Dreams,Juice Wrld,lucid dreams,juice wrld,genius,https://genius.com/Juice-wrld-lucid-dreams-lyrics,595.0
310,2018,2010,13,Better Now,Post Malone,better now,post malone,genius,https://genius.com/Post-malone-better-now-lyrics,521.0
311,2018,2010,14,Finesse,Bruno Mars featuring Cardi B,finesse,bruno mars,genius,https://genius.com/Bruno-mars-finesse-remix-lyrics,630.0
312,2018,2010,15,Boo'd Up,Ella Mai,bood up,ella mai,genius,https://genius.com/Ella-mai-bood-up-lyrics,414.0
313,2018,2010,16,New Rules,Dua Lipa,new rules,dua lipa,genius,https://genius.com/Dua-lipa-new-rules-lyrics,479.0
314,2018,2010,17,Sad!,XXXTentacion,sad,xxxtentacion,genius,https://genius.com/Xxxtentacion-sad-lyrics,281.0
315,2018,2010,18,Never Be the Same,Camila Cabello,never be the same,camila cabello,genius,https://genius.com/Camila-cabello-never-be-the-same-lyrics,439.0
316,2018,2010,19,Love Lies,Khalid and Normani,love lies,khalid and normani,genius,https://genius.com/Khalid-and-normani-love-lies-lyrics,401.0
317,2018,2010,20,No Tears Left to Cry,Ariana Grande,no tears le,ariana grande,genius,https://genius.com/Ariana-grande-no-tears-left-to-cry-lyrics,512.0
318,2018,2010,21,Mine,Bazzi,mine,bazzi,genius,https://genius.com/Bazzi-mine-lyrics,218.0
319,2018,2010,22,Thunder,Imagine Dragons,thunder,imagine dragons,genius,https://genius.com/Imagine-dragons-thunder-lyrics,263.0
320,2018,2010,23,Look Alive,BlocBoy JB featuring Drake,look alive,blocboy jb,genius,https://genius.com/Blocboy-jb-look-alive-lyrics,594.0
321,2018,2010,24,Delicate,Taylor Swift,delicate,taylor swi,genius,https://genius.com/Taylor-swift-delicate-lyrics,489.0
